_id,title,introduction,author,destination,departureLocation,schedule,priceForAdult,priceForYoung,priceForChildren,maxParticipants,totalBookings,duration,imageUrls,include,notInclude,status,deleted,createdAt,updatedAt,__v
67f1ec076d09e25b2369315b,Tour Ninh Bình- Nha Trang / Thư Giãn Suối Khoáng Nóng Tháp Bà,"Trải nghiệm tắm bùn khoáng thiên nhiên, thư giãn trong hồ khoáng nóng tại khu du lịch suối khoáng Tháp Bà.",67e4f221cc6f68665f4a36c7,Nha Trang,Ninh Bình,[object Object],640000,600000,450000,12,156,1,https://res.cloudinary.com/dkkpbvqin/image/upload/v1743907846/huazedric7zsqedswbst.jpg,"""Đưa đón tại khách sạn"",
""Vé vào cổng Tháp Bà"",
""Dịch vụ tắm bùn khoáng"",
""Sử dụng hồ khoáng nóng"",
""Tủ khóa đựng đồ"",
""Khăn tắm""","""Đồ uống"",
""Dịch vụ spa bổ sung"",
""Massage trị liệu"",
""Chi phí cá nhân""",ACTIVE,false,2025-04-06T02:50:47.280Z,2025-04-06T02:50:47.280Z,0
67f1ecc86d09e25b23693160,Tour Đà Nẵng - Đà Lat / Ngắm Bình Minh Trên Đồi Thiên Phúc Đức,"Chuyến du ngoạn Đà Lạt với cảnh bình minh đẹp như tranh vẽ trên đồi Thiên Phúc Đức, tận hưởng không gian thơ mộng.",67e4f221cc6f68665f4a36c7,Đà Lạt,Đà Nẵng,"[object Object],[object Object]",1100000,950000,750000,15,142,2,https://res.cloudinary.com/dkkpbvqin/image/upload/v1743908040/nfqd7sfccygoujcpwywx.jpg," ""Xe đưa đón theo lịch trình"",
""Khách sạn 3 sao (1 đêm)"",
""Bữa sáng tại khách sạn"",
""Vé tham quan các điểm đến"",
""Hướng dẫn viên""","""Các bữa ăn chính"",
""Chi phí cá nhân"",
""Chụp ảnh chuyên nghiệp"",
""Tiền tip""",ACTIVE,false,2025-04-06T02:54:00.848Z,2025-04-06T02:54:00.848Z,0
67f1ed636d09e25b23693166,Tour Sài Gòn - Đà Lạt / Check-in Vườn Hoa & Trang Trại Dâu Tây,"Tham quan các vườn hoa nổi tiếng Đà Lạt, trải nghiệm hái dâu tây tại trang trại hữu cơ và thưởng thức đặc sản địa phương.",67e4f221cc6f68665f4a36c7,Đà Lạt,Sài Gòn,[object Object],800000,750000,600000,20,187,1,https://res.cloudinary.com/dkkpbvqin/image/upload/v1743908194/oux7vxricre6xz1j5uee.jpg,"""Xe đưa đón theo lịch trình"",
""Vé vào cổng các vườn hoa"",
""Trải nghiệm hái dâu tây"",
""Bữa trưa đặc sản Đà Lạt"",
""Hướng dẫn viên"""," ""Đồ uống"",
""Mua sắm đặc sản"",
""Chi phí cá nhân"",
""Tiền tip""",ACTIVE,false,2025-04-06T02:56:35.125Z,2025-04-06T02:56:35.125Z,0
67f1ee366d09e25b2369316b,Tour Đà Nẵng - Hội An / Chèo Thuyền Trên Sông Thu Bồn,"Trải nghiệm chèo thuyền trên dòng sông Thu Bồn thơ mộng, tận hưởng hoàng hôn trên sông và khám phá làng chài ven sông.",67e4f221cc6f68665f4a36c7,Hội An,Đà Nẵng,[object Object],550000,500000,400000,10,165,1,https://res.cloudinary.com/dkkpbvqin/image/upload/v1743908406/mlwrb9nhnvgujc93irbz.jpg,"""Đưa đón tại khách sạn trung tâm"",
""Thuyền thúng và người chèo"",
""Vé vào cổng làng nghề"",
""Hoa đăng thả sông"",
""Nước uống"",
""Hướng dẫn viên địa phương""","""Chi phí ăn uống"",
""Mua sắm tại làng nghề"",
""Tiền tip"",
""Chi phí cá nhân""",ACTIVE,false,2025-04-06T03:00:06.786Z,2025-04-06T03:00:06.786Z,0
67f1eef26d09e25b23693170,Tour  Hồ Chí Minh - Vũng Tàu / Khám Phá Vũng Tàu Từ Trên Cao,"Trải nghiệm cáp treo lên đỉnh Núi Lớn, ngắm nhìn toàn cảnh Vũng Tàu từ trên cao, tham quan chùa Thích Ca Phật Đài.",67e4f221cc6f68665f4a36c7,Vũng Tàu,Hồ Chí Minh,[object Object],540000,500000,400000,20,176,1,https://res.cloudinary.com/dkkpbvqin/image/upload/v1743908593/d4g2djcwr3fvftjczd94.jpg," ""Vé cáp treo khứ hồi"",
""Vé tham quan các điểm đến"",
""Đưa đón tại khách sạn trung tâm"",
""Nước uống"",
""Hướng dẫn viên"""," ""Chi phí ăn uống"",
""Dịch vụ chụp ảnh"",
""Chi phí cá nhân"",
""Tiền tip""",ACTIVE,false,2025-04-06T03:03:14.137Z,2025-04-06T03:03:14.137Z,0
67f1efe56d09e25b23693175,Tour Hà Nội - Hạ Long / Thư Giản Trên Du Thuyền Sang Trọng,Trải nghiệm kỳ quan thiên nhiên thế giới với chuyến du ngoạn và nghỉ đêm trên du thuyền cao cấp giữa vịnh Hạ Long.,67e4f221cc6f68665f4a36c7,Hạ Long,Hà Nội,[object Object],2500000,2200000,1250000,20,14,1,https://res.cloudinary.com/dkkpbvqin/image/upload/v1743908836/wl4ai2ii6vpbzicozak7.jpg," ""Vé tham quan các điểm trong chương trình"",
""Phòng ngủ trên du thuyền sang trọng"",
""Hướng dẫn viên tiếng Việt/Anh"",
""Các bữa ăn được nêu trong chương trình"",
""Hoạt động chèo thuyền kayak"",
""Phí bảo hiểm du lịch"""," ""Đồ uống có cồn"",
""Các chi phí cá nhân"",
""Tiền tip cho hướng dẫn viên và tài xế"",
""Dịch vụ massage và spa trên tàu""",ACTIVE,false,2025-04-06T03:07:17.260Z,2025-04-06T03:07:17.260Z,0
67f1f0c86d09e25b2369317a,Tour Hải Phòng - Hạ Long,"Trải nghiệm chèo thuyền giữa làn nước xanh biếc, khám phá những hòn đảo hoang sơ và hang động kỳ bí trên vịnh Lan Hạ.",67e4f221cc6f68665f4a36c7,Hạ Long,Hải Phòng,[object Object],950000,850000,500000,15,9,1,https://res.cloudinary.com/dkkpbvqin/image/upload/v1743909063/p1rtffdbb1f0pt3osdi5.jpg," ""Vé tham quan"",
""Hướng dẫn viên tiếng Việt"",
""Bữa trưa trên tàu"",
""Phí chèo thuyền kayak"",
""Nước uống""","""Đồ uống có cồn"",
""Chi phí cá nhân"",
""Tiền tip""",ACTIVE,false,2025-04-06T03:11:04.265Z,2025-04-06T03:11:04.265Z,0
67f1f2366d09e25b2369317f,Tour Huế - Đà Nẵng / Chinh Phục Đỉnh Sơn Trà,"Sáng leo núi Sơn Trà, check-in với Voọc Chà Vá chân nâu quý hiếm, chiều lướt sóng Mỹ Khê, tối tổ chức tiệc BBQ ngay trên bãi biển, vừa ăn vừa ngắm pháo hoa rực rỡ từ cầu Rồng.",67e4f221cc6f68665f4a36c7,Đà Nẵng,Huế,[object Object],680000,680000,350000,20,16,1,https://res.cloudinary.com/dkkpbvqin/image/upload/v1743909430/btt8zu0lguugm2pzb9v1.jpg," ""Xe đưa đón"",
""Hướng dẫn viên"",
""Tiệc BBQ tối"",
""Thuê board lướt sóng 1 giờ"",
""Nước uống"",
""Bảo hiểm du lịch"""," ""Đồ uống có cồn"",
""Chi phí cá nhân"",
""Thuê thiết bị leo núi chuyên nghiệp""",ACTIVE,false,2025-04-06T03:17:10.510Z,2025-04-06T03:17:10.510Z,0
67f1f2d76d09e25b23693184,Tour Đà Nẵng - Hội An / Ký Ức Phố Cổ & Thắp Đèn Hoa Đăng,"Trải nghiệm không gian xưa tại những ngôi nhà cổ, tham quan xưởng làm đèn hoa đăng, tự tay thả đèn xuống sông Hoài và lắng nghe những huyền thưởng về thành phố đèn lồng.",67e4f221cc6f68665f4a36c7,Hội An,Đà Nẵng,[object Object],400000,400000,200000,25,20,1,https://res.cloudinary.com/dkkpbvqin/image/upload/v1743909590/bjs0n2xxijg0xwlvsmak.jpg,"""Xe đưa đón từ Đà Nẵng"",
""Vé tham quan phố cổ"",
""Hướng dẫn viên"",
""Đèn hoa đăng"",
""Khóa học làm đèn lồng mini"",
""Bữa tối""","""Đồ uống"",
""Chi phí cá nhân"",
""Các hoạt động không được đề cập""",ACTIVE,false,2025-04-06T03:19:51.360Z,2025-04-06T03:19:51.360Z,0
67f1f3606d09e25b23693189,Tour Quảng Nam - Hội An / Check-in Rạng Dừa & Tận Hưởng Tiệc Nướng,"Làng chài Rạng Dừa hoang sơ là điểm dừng chân hoàn hảo trước khi thưởng thức hải sản tại bãi biển An Bàng, và kết thúc chặng đường bằng một bữa tiệc bên bờ biển lãng mạn.",67e4f221cc6f68665f4a36c7,Hội An,Quảng Nam,[object Object],580000,580000,300000,15,12,1,https://res.cloudinary.com/dkkpbvqin/image/upload/v1743909727/efoh2inkpm8hu8tmmcmy.jpg,"""Xe đưa đón từ Đà Nẵng"",
""Hướng dẫn viên"",
""Tiệc hải sản"",
""Nước uống"",
""Chụp ảnh với trang phục truyền thống""","""Đồ uống có cồn"",
""Chi phí cá nhân"",
""Các hoạt động không được đề cập""",ACTIVE,false,2025-04-06T03:22:08.288Z,2025-04-06T03:22:08.288Z,0
67f1f5d76d09e25b2369318f,Tour Nha Trang - Đà Lạt / Săn Mây Trên Cổng Trời & Lửa Trại Ban Đêm,"Chinh phục cắc ngọn đồi tuyệt đẹp, dây chuyền săn mây trên Cổng Trời, tối dự lửa trại giữa đồi thông và thưởng thức cầu lừa giữa không gian tĩnh lặng.",67e4f221cc6f68665f4a36c7,Đà Lạt,Nha Trang,[object Object],650000,650000,350000,20,15,1,https://res.cloudinary.com/dkkpbvqin/image/upload/v1743910359/ciqp4qshknnk7fp2wccg.jpg,"""Xe đưa đón"",
""Hướng dẫn viên"",
""Vé tham quan"",
""Tiệc lửa trại"",
""Bữa sáng nhẹ"",
""Bữa trưa"",
""Nước uống""","""Đồ uống có cồn"",
""Chi phí cá nhân"",
""Thiết bị chụp ảnh chuyên nghiệp""",ACTIVE,false,2025-04-06T03:32:39.533Z,2025-04-06T03:32:39.533Z,0
67f1f6786d09e25b23693194,Tour Bình Dương - Vũng Tàu / Lặn Biển Tham Quan Đại Dương & BBQ Hải Sản,"Trải nghiệm lặn biển khám phá thế giới san hô tuyệt đẹp, thử câu cá trên biển, sau đó tự tay nướng hải sản tươi rói ngay trên bờ biển.",67e4f221cc6f68665f4a36c7,Vũng Tàu,Bình Dương,[object Object],700000,650000,500000,20,15,1,https://res.cloudinary.com/dkkpbvqin/image/upload/v1743910520/rt3yq3yrtlz71m9fa8gz.jpg," ""Xe đưa đón"",
""Hướng dẫn viên"",
""Bữa trưa và BBQ tối"",
""Thiết bị lặn biển"",
""Dụng cụ câu cá""","""Đồ uống"",
""Chi phí cá nhân"",
""Bảo hiểm du lịch""",ACTIVE,false,2025-04-06T03:35:20.596Z,2025-04-06T03:35:20.596Z,0
67f1f6fe6d09e25b23693199,Tour Đồng Nai - Vũng Tàu / Đêm Hội Trên Biển,"Đi thuyền ra bãi biển hoang sơ, tham gia party bãi biển với âm nhạc sống động, lửa trại, cocktail, ngắm trăng trên biển và kết thúc bằng một màn bắn pháo hoa nhỏ đầy lãng mạn.",67e4f221cc6f68665f4a36c7,Vũng Tàu,Đồng Nai,[object Object],780000,700000,600000,30,15,1,https://res.cloudinary.com/dkkpbvqin/image/upload/v1743910653/c9lu7x0z1rofvnuj1gqj.jpg,"""Xe đưa đón"",
""Hướng dẫn viên"",
""BBQ tối"",
""Thuyền đưa đón ra bãi biển"",
""Show pháo hoa""","""Đồ uống có cồn"",
""Chi phí cá nhân"",
""Tiền tip""",ACTIVE,false,2025-04-06T03:37:34.860Z,2025-04-06T03:37:34.860Z,0
67f1f7b76d09e25b236931a1,Tour Quảng Ninh - Hạ Long /Du Thuyền 5 Sao & Khám Phá Hang Động Kỳ Bí,"Lên du thuyền sang trọng, chèo kayak khám phá hang Sửng Sốt, thử thách với thuyền thúng vào hang Luồn, thưởng thức hải sản tươi ngon ngay trên du thuyền giữa vịnh biển kỳ vĩ.",67e4f221cc6f68665f4a36c7,Hạ Long,Quảng Ninh,[object Object],850000,800000,650000,25,15,1,https://res.cloudinary.com/dkkpbvqin/image/upload/v1743910839/acvxf9pvo1znm2yo0f60.jpg,"""Xe đưa đón"",
""Hướng dẫn viên"",
""Bữa trưa và tối trên du thuyền"",
""Vé tham quan"",
""Kayak và thuyền thúng""","""Đồ uống"",
""Chi phí cá nhân"",
""Dịch vụ spa trên du thuyền"",
""Bảo hiểm du lịch""",ACTIVE,false,2025-04-06T03:40:39.822Z,2025-04-06T03:40:39.822Z,0
